brand,model,engine_type,fuel,transmission,km,price,year,type
Audi,Q3 Sline TFSI 195 kW quattro Stronic,,benzín,Automatic,0.0,1619000,2026.0,autojarov
Audi,Q3 110 KW QUATTRO,2.0 TDI,nafta,Manual,64610.0,619000,2020.0,autojarov
Škoda,OCTAVIA SELECTION 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,859000,2026.0,autojarov
Škoda,OCTAVIA SELECTION 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,835000,2026.0,autojarov
Škoda,OCTAVIA COMBI M-HEV STYLE DSG,1.5 TSI,benzín,Automatic,42972.0,579000,2023.0,autojarov
Škoda,KAROQ SELECTION 110 kW DSG,1.5 TSI,benzín,Automatic,0.0,845000,2026.0,autojarov
Škoda,KAROQ SELECTION 110 kW DSG,1.5 TSI,benzín,Automatic,0.0,845000,2026.0,autojarov
Škoda,KAROQ SPORTLINE 110 kW DSG,1.5 TSI,benzín,Automatic,0.0,879000,2026.0,autojarov
Škoda,KAMIQ MONTE CARLO 110 kW DSG,1.5 TSI,benzín,Automatic,0.0,744700,2026.0,autojarov
Škoda,KAROQ SPORTLINE 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,995000,2026.0,autojarov
Škoda,KAROQ SPORTLINE 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,995000,2026.0,autojarov
Škoda,KAMIQ SELECTION 85 kW,1.0 TSI,benzín,Manual,0.0,600700,2026.0,autojarov
Škoda,FABIA SELECTION 85 kW DSG,1.0 TSI,benzín,Automatic,0.0,529800,2026.0,autojarov
Škoda,FABIA SELECTION 85 kW DSG,1.0 TSI,benzín,Automatic,0.0,505000,2026.0,autojarov
Škoda,FABIA SELECTION 85 kW,1.0 TSI,benzín,Manual,0.0,475200,2026.0,autojarov
Škoda,FABIA SELECTION 59 kW,1.0 MPI,benzín,Manual,0.0,399000,2026.0,autojarov
Škoda,FABIA SELECTION 59 kW,1.0 MPI,benzín,Manual,0.0,399000,2026.0,autojarov
Škoda,FABIA SELECTION 59 kW,1.0 MPI,benzín,Manual,0.0,411300,2026.0,autojarov
Škoda,FABIA SELECTION 70 kW,1.0 TSI,benzín,Manual,0.0,455200,2026.0,autojarov
Škoda,KODIAQ SELECTION 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1151900,2026.0,autojarov
Škoda,KODIAQ SELECTION 142 kW DSG 4x4,2.0 TDI,nafta,Automatic,0.0,1524000,2026.0,autojarov
Audi,Q5 40 TDI quattro Stronic,,nafta,Automatic,65856.0,879900,2022.0,autojarov
SEAT,ARONA XPERIENCE 1.0 TSI 110K,1.0 TSI,benzín,Manual,28899.0,399000,2022.0,autojarov
Audi,Q7 Sline TDI 210kW quattro tiptronic,,nafta,Automatic,0.0,2129000,2026.0,autojarov
Škoda,KAMIQ SELECTION 85 kW,1.0 TSI,benzín,Manual,0.0,539900,2026.0,autojarov
Škoda,KAMIQ SELECTION 85 kW DSG,1.0 TSI,benzín,Automatic,0.0,599900,2026.0,autojarov
SEAT,Leon SP FR 1.5 eTSI 150k DSG,1.5 ETSI,benzín,Automatic,26734.0,539900,2023.0,autojarov
Škoda,OCTAVIA TOP SELECTION 110 kW DSG,1.5 TSI,benzín,Automatic,30408.0,614000,2024.0,autojarov
Škoda,OCTAVIA TOP SELECTION 110 kW DSG,1.5 TSI,benzín,Automatic,24328.0,609900,2024.0,autojarov
Škoda,SCALA TOP SELECTION 85 kW DSG,1.0 TSI,benzín,Automatic,31291.0,459000,2024.0,autojarov
Škoda,KAROQ SPORTLINE 110 kW DSG,1.5 TSI,benzín,Automatic,0.0,945000,2026.0,autojarov
Škoda,SUPERB L&K 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1119900,2026.0,autojarov
Škoda,SUPERB COMBI L&K 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1159900,2026.0,autojarov
Škoda,KODIAQ SPORTLINE 110 kW DSG,1.5 TSI,benzín,Automatic,23322.0,779000,2022.0,autojarov
Škoda,KAROQ SELECTION 110 kW DSG,1.5 TSI,benzín,Automatic,16856.0,689000,2024.0,autojarov
Volkswagen,"Golf Variant People 1,5 eTSI 7DSG mHEV",1.5 ETSI,benzín,Automatic,27493.0,599000,2024.0,autojarov
Škoda,SCALA STYLE 70 kW,1.0 TSI,benzín,Manual,38494.0,349000,2022.0,autojarov
Audi,Q3 Spb Sline 35 TDI quattro Stronic,,nafta,Automatic,12834.0,1139900,2024.0,autojarov
Audi,A4 Avant Sline 40 TDI quattro Stronic,,nafta,Automatic,14852.0,1039900,2024.0,autojarov
Audi,A1 Sportback S line 40 TFSI 152 kW,,benzín,Automatic,0.0,1019000,2026.0,autojarov
Škoda,KAROQ STYLE 110 kW DSG,1.5 TSI,benzín,Automatic,92424.0,554000,2022.0,autojarov
Renault,KADJAR 81kW AUTOMAT,1.5 DCI,nafta,Automatic,124910.0,239000,2016.0,autojarov
Škoda,OCTAVIA COMBI AMBITION 81 kW DSG,1.0 TSI,benzín,Automatic,132500.0,384000,2021.0,autojarov
SEAT,Leon SP FR 1.5 eTSI 150k DSG,1.5 ETSI,benzín,Automatic,69305.0,509000,2022.0,autojarov
Škoda,SUPERB COMBI L&K 142 kW DSG 4x4,2.0 TDI,nafta,Automatic,40400.0,1039900,2024.0,autojarov
Škoda,OCTAVIA COMBI STYLE 110 kW,2.0 TDI,nafta,Manual,31950.0,595000,2024.0,autojarov
Škoda,SUPERB COMBI L&K 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1159900,2026.0,autojarov
Škoda,SUPERB COMBI L&K 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1254000,2026.0,autojarov
Škoda,KODIAQ SELECTION 142 kW DSG 4x4,2.0 TDI,nafta,Automatic,0.0,1449900,2026.0,autojarov
Škoda,KODIAQ SPORTLINE 142 kW DSG 4x4,2.0 TDI,nafta,Automatic,0.0,1407200,2026.0,autojarov
Škoda,KODIAQ SPORTLINE 142 kW DSG 4x4,2.0 TDI,nafta,Automatic,0.0,1379900,2026.0,autojarov
Volkswagen,Passat Elegance 110 kW DSG,2.0 TDI,nafta,Automatic,20405.0,849900,2024.0,autojarov
Volkswagen,"Golf Variant Style 1,5 eTSI 7DSG mHEV",1.5 ETSI,benzín,Automatic,30165.0,619900,2024.0,autojarov
Škoda,SUPERB COMBI SEL. DSG 4x4 195kW,2.0 TSI,benzín,Automatic,30621.0,959900,2024.0,autojarov
Volkswagen,Passat R-Line People 110 kW,2.0 TDI,nafta,Automatic,,1129900,,autojarov
Volkswagen,Tiguan Life 110 kW EVO 7DSG,1.5 TSI,benzín,Automatic,36155.0,709900,2023.0,autojarov
CUPRA,Ateca 2.0 TSI 190k DSG 4WD,2.0 TSI,benzín,Automatic,0.0,929900,2026.0,autojarov
Škoda,OCTAVIA SELECTION 110 kW,1.5 TSI,benzín,Manual,4831.0,569900,2024.0,autojarov
Škoda,OCTAVIA TOP SELECTION 85 kW,2.0 TDI,nafta,Manual,19702.0,609900,2024.0,autojarov
Škoda,KAROQ ACTIVE 85 kW DSG,2.0 TDI,nafta,Automatic,230016.0,339000,2021.0,autojarov
Škoda,SCALA STYLE 85 kW DSG,1.0 TSI,benzín,Automatic,17295.0,414000,2020.0,autojarov
Volkswagen,Polo People 70 kw 5G,1.0 TSI,benzín,Manual,0.0,496900,2026.0,autojarov
Audi,A6 Avant Sport 50 TDI quattro Tiptronic,,nafta,Automatic,135319.0,759900,2021.0,autojarov
Škoda,KAROQ SELECTION 85 kW,2.0 TDI,nafta,Manual,0.0,887900,2026.0,autojarov
Škoda,SCALA SELECTION 110 kW,1.5 TSI,benzín,Manual,0.0,569900,2026.0,autojarov
Škoda,KAMIQ SELECTION 85 kW DSG,1.0 TSI,benzín,Automatic,0.0,579900,2026.0,autojarov
Škoda,KAMIQ SELECTION 85 kW,1.0 TSI,benzín,Manual,0.0,549900,2026.0,autojarov
Škoda,OCTAVIA COMBI SELECTION 85 kW,2.0 TDI,nafta,Manual,0.0,749000,2026.0,autojarov
Škoda,KODIAQ AMBITION 110 kW DSG 4x4,2.0 TDI,nafta,Automatic,79738.0,555000,2019.0,autojarov
Škoda,OCTAVIA COMBI AMBITION 85 kW,2.0 TDI,nafta,Manual,56253.0,439000,2022.0,autojarov
Volkswagen,Tiguan Life 110 kW 6G,2.0 TDI,nafta,Manual,169815.0,469000,2021.0,autojarov
Volkswagen,Passat Variant Business 1.5 TSI EVO 6G,1.5 TSI,benzín,Manual,47380.0,509000,2022.0,autojarov
Volkswagen,"Golf Variant Style 1,5 eTSI 7DSG mHEV",1.5 ETSI,benzín,Automatic,27940.0,619900,2024.0,autojarov
Volkswagen,"Golf People 1,5 eTSI 7DSG mHEV",1.5 ETSI,benzín,Automatic,24545.0,569900,2024.0,autojarov
Škoda,SUPERB COMBI SEL. DSG 4x4 142kW,2.0 TDI,nafta,Automatic,16810.0,974000,2024.0,autojarov
SEAT,"Leon ST FR-Line 1,5 eTSI 110 kW DSG",1.5 ETSI,benzín,Automatic,22709.0,599900,2024.0,autojarov
SEAT,Leon ST 1.5 TSI Xcellence,1.5 TSI,benzín,Manual,173485.0,289900,2020.0,autojarov
Škoda,OCTAVIA COMBI SELECTION 85 kW,2.0 TDI,nafta,Manual,0.0,749000,2026.0,autojarov
Škoda,OCTAVIA COMBI SELECTION 85 kW,2.0 TDI,nafta,Manual,0.0,749000,2026.0,autojarov
Škoda,OCTAVIA SELECTION 110 kW,1.5 TSI,benzín,Manual,0.0,749000,2026.0,autojarov
CUPRA,Ateca 2.0 TSI 190k DSG 4WD,2.0 TSI,benzín,Automatic,5000.0,879900,2025.0,autojarov
Volkswagen,PASSAT ELEGANCE 2.0 TDI 7DSG,2.0 TDI,nafta,Automatic,135823.0,479900,2021.0,autojarov
Škoda,FABIA MONTE CARLO 85 kW,1.0 TSI,benzín,Manual,0.0,519000,2026.0,autojarov
Škoda,FABIA MONTE CARLO 85 kW,1.0 TSI,benzín,Manual,0.0,519000,2026.0,autojarov
Škoda,FABIA MONTE CARLO 85 kW DSG,1.0 TSI,benzín,Automatic,0.0,549000,2026.0,autojarov
Škoda,OCTAVIA COMBI STYLE 110 kW,1.5 TSI,benzín,Manual,14022.0,639900,2024.0,autojarov
Škoda,OCTAVIA COMBI SELECTION 85 kW,2.0 TDI,nafta,Manual,0.0,749000,2026.0,autojarov
Volkswagen,"Golf Variant Style 1,5 eTSI 7DSG mHEV",1.5 ETSI,benzín,Automatic,30050.0,629900,2024.0,autojarov
Volkswagen,Allspace Life 110 kW 7DSG,2.0 TDI,nafta,Automatic,74766.0,798000,2023.0,autojarov
Volkswagen,Tiguan Allspace Elegance DSG 4MO,2.0 TDI,nafta,Automatic,117373.0,709900,2022.0,autojarov
Audi,Q5 TDI quattro Stronic,,nafta,Automatic,0.0,1999000,2026.0,autojarov
Audi,Q5 Spb TDI quattro Stronic,,nafta,Automatic,0.0,2029000,2026.0,autojarov
Audi,Q5 Spb TDI quattro Stronic,,nafta,Automatic,0.0,2099000,2026.0,autojarov
Škoda,SUPERB SELECTION 110 kW DSG,2.0 TDI,nafta,Automatic,13610.0,829000,2024.0,autojarov
Volkswagen,PASSAT ELEGANCE EVO 7DSG,2.0 TDI,nafta,Automatic,136984.0,479900,2021.0,autojarov
Volkswagen,"Tiguan People 1,5 eTSI 110 kW mHEV",1.5 ETSI,benzín,Automatic,,949900,,autojarov
Volkswagen,"Tiguan R-Line 1,5 eTSI 110 kW mHEV",1.5 ETSI,benzín,Automatic,0.0,1102900,2026.0,autojarov
Audi,Q3 Spb Sline 40 TDI quattro Stronic,,nafta,Automatic,5000.0,1199000,2025.0,autojarov
Škoda,OCTAVIA STYLE 85 kW,2.0 TDI,nafta,Manual,40450.0,554900,2023.0,autojarov
Audi,Q5 TDI quattro Stronic,,nafta,Automatic,0.0,2029000,2026.0,autojarov
Audi,Q5 TDI quattro Stronic,,nafta,Automatic,0.0,2079000,2026.0,autojarov
Volkswagen,"ID.3 GTX 210 kW, 79 kWh",,elektro,Automatic,0.0,1049900,2026.0,autojarov
Škoda,KAROQ STYLE 110 kW DSG,1.5 TSI,benzín,Automatic,20027.0,684000,2022.0,autojarov
Volkswagen,Golf GTI 7DSG,2.0 TSI,benzín,Automatic,8700.0,999900,2025.0,autojarov
Škoda,Kodiaq Exclusive Selection 142 kW 7-stup. automat. 4x4,2.0 TDI,nafta,Automatic,31360.0,1174900,2024.0,autojarov
Audi,A5 Limuzína TDI quattro Stronic,,nafta,Automatic,0.0,1479000,2026.0,autojarov
Volkswagen Užitkové vozy,Akční Caddy California,2.0 TDI,nafta,Manual,,859900,,autojarov
Škoda,OCTAVIA COMBI STYLE 110 kW,2.0 TDI,nafta,Manual,181445.0,349000,2021.0,autojarov
Volkswagen,Tiguan Life 140 kW 4Motion DSG,2.0 TSI,benzín,Automatic,109042.0,639900,2022.0,autojarov
Audi,A1 Sportback 30 TFSI 81 kW,,benzín,Manual,0.0,619000,2026.0,autojarov
Audi,Q2 Advanced 35 TFSI Stronic,,benzín,Automatic,1000.0,899000,2025.0,autojarov
Škoda,SUPERB COMBI STYLE 147 kW DSG,2.0 TDI,nafta,Automatic,77009.0,639000,2022.0,autojarov
Audi,Q5 Spb TDI quattro Stronic,,nafta,Automatic,0.0,2149000,2026.0,autojarov
Volkswagen,Passat R-Line 110 kW DSG,2.0 TDI,nafta,Automatic,25813.0,955000,2024.0,autojarov
SEAT,Leon SP Xcellence 2.0 TDI 150k DSG,2.0 TDI,nafta,Automatic,162863.0,369000,2022.0,autojarov
Audi,A6 allroad quattro 50 TDI tiptronic,,nafta,Automatic,72496.0,849900,2020.0,autojarov
Audi,A6 Limousine 50 TDI quattro Tiptronic,,nafta,Automatic,6593.0,1739900,2024.0,autojarov
Škoda,SUPERB COMBI iV STYLE 115 kW DSG,1.4 TSI,hybrid,Automatic,123827.0,464000,2021.0,autojarov
CUPRA,Formentor 1.5 eTSI 150k DSG,1.5 ETSI,hybrid,Automatic,0.0,829900,2026.0,autojarov
CUPRA,Formentor 1.5 eTSI 150k DSG,1.5 ETSI,hybrid,Automatic,0.0,839900,2026.0,autojarov
CUPRA,Formentor 1.5 eTSI 150k DSG,1.5 ETSI,hybrid,Automatic,0.0,839900,2026.0,autojarov
Škoda,KODIAQ SELECTION 142 kW DSG 4x4,2.0 TDI,nafta,Automatic,0.0,1429900,2026.0,autojarov
CUPRA,FORMENTOR 2.0 TSI 190K DSG 4WD,2.0 TSI,benzín,Automatic,45959.0,674000,2023.0,autojarov
Audi,A6 55 TFSI quattro Stronic,,benzín,Automatic,96841.0,969900,2022.0,autojarov
Audi,Q3 Spb Sline 40 TDI quattro Stronic,,nafta,Automatic,0.0,1144900,2026.0,autojarov
Audi,Q3 Sline 40 TDI quattro Stronic,,nafta,Automatic,0.0,1189900,2026.0,autojarov
Volkswagen Užitkové vozy,Entry Caravelle 2.0 TDI KR,2.0 TDI,nafta,Manual,0.0,1236154,2026.0,autojarov
Volkswagen,Passat Limo Elegance 2.0 TDI 4MOT 7DSG,2.0 TDI,nafta,Automatic,37912.0,519900,2020.0,autojarov
Škoda,FABIA SELECTION 85 kW,1.0 TSI,benzín,Manual,0.0,479900,2026.0,autojarov
Audi,Q3 Spb Sline 40 TDI quattro Stronic,,nafta,Automatic,0.0,1219000,2026.0,autojarov
Audi,A6 Sport 45 TDI quattro Stronic,,nafta,Automatic,65075.0,799900,2021.0,autojarov
Volkswagen Užitkové vozy,Akční Multivan Long Style,2.0 TSI,benzín,Automatic,0.0,1669900,2026.0,autojarov
Volkswagen Užitkové vozy,Akční Multivan Long Life,2.0 TDI,nafta,Automatic,,1549900,,autojarov
CUPRA,Terramar 2.0 TSI 204k DSG 4WD,2.0 TSI,benzín,Automatic,0.0,913900,2026.0,autojarov
CUPRA,Terramar 2.0 TSI 204k DSG 4WD,2.0 TSI,benzín,Automatic,0.0,913900,2026.0,autojarov
CUPRA,Terramar 2.0 TSI 204k DSG 4WD,2.0 TSI,benzín,Automatic,0.0,913900,2026.0,autojarov
Audi,A6 Avant Sline 50 TDI quattro tiptronic,,nafta,Automatic,12399.0,1699900,2024.0,autojarov
Volkswagen Užitkové vozy,Nový Transporter Kombi 2.0 TDI KR,2.0 TDI,nafta,Manual,0.0,1088887,2026.0,autojarov
Volkswagen Užitkové vozy,Entry Caravelle 2.0 TDI DR,2.0 TDI,nafta,Manual,0.0,1280197,2026.0,autojarov
Volkswagen Užitkové vozy,Akční Multivan Long Life PHEV 4M,1.5 TSI,hybrid,Automatic,0.0,1649000,2026.0,autojarov
Volkswagen,TIGUAN ALLSPACE LIFE 110 KW 7DSG,2.0 TDI,nafta,Automatic,170563.0,529900,2022.0,autojarov
Audi,Q5 Spb TFSI quattro Stronic,,benzín,Automatic,0.0,1379000,2026.0,autojarov
Audi,A6 Avant Sline 50 TDI quattro tiptronic,,nafta,Automatic,27869.0,1369900,2024.0,autojarov
Audi,Q5 Spb TDI quattro Stronic,,nafta,Automatic,0.0,1399000,2026.0,autojarov
Audi,Q8 50 TDI quattro tiptronic,,nafta,Automatic,0.0,1999000,2026.0,autojarov
Audi,Q8 50 TDI quattro tiptronic,,nafta,Automatic,0.0,1999000,2026.0,autojarov
Škoda,OCTAVIA COMBI SELECTION 110 kW D,2.0 TDI,nafta,Automatic,0.0,950700,2026.0,autojarov
Škoda,OCTAVIA COMBI SPORTLINE 110 kW D,2.0 TDI,nafta,Automatic,0.0,935900,2026.0,autojarov
Volkswagen,Passat Variant Business 1.5 TSI EVO 6G,1.5 TSI,benzín,Manual,48768.0,484000,2022.0,autojarov
CUPRA,Leon SP 2.0 TSI 204k DSG 4WD,2.0 TSI,benzín,Automatic,5000.0,879900,2025.0,autojarov
Audi,Q3 Spb Sline 40 TDI quattro Stronic,,nafta,Automatic,33613.0,879900,2022.0,autojarov
Škoda,KAMIQ SELECTION 110 kW DSG,1.5 TSI,benzín,Automatic,0.0,692100,2026.0,autojarov
Škoda,KAMIQ SELECTION 85 kW DSG,1.0 TSI,benzín,Automatic,0.0,604200,2026.0,autojarov
Škoda,KAMIQ SELECTION 85 kW DSG,1.0 TSI,benzín,Automatic,0.0,604200,2026.0,autojarov
Škoda,KAMIQ SELECTION 85 kW DSG,1.0 TSI,benzín,Automatic,0.0,635800,2026.0,autojarov
Škoda,KAMIQ SELECTION 85 kW DSG,1.0 TSI,benzín,Automatic,0.0,641700,2026.0,autojarov
Škoda,KAMIQ SELECTION 110 kW DSG,1.5 TSI,benzín,Automatic,0.0,705700,2026.0,autojarov
Škoda,KAMIQ SELECTION 85 kW DSG,1.0 TSI,benzín,Automatic,0.0,604200,2026.0,autojarov
Škoda,SUPERB L&K 147 kW DSG,2.0 TDI,nafta,Automatic,29808.0,809000,2024.0,autojarov
Audi,A6 Sport 55 TFSI quattro Stronic,,benzín,Automatic,134607.0,949900,2021.0,autojarov
Audi,A6 allroad quattro 50 TDI tiptronic,,nafta,Automatic,62143.0,949900,2022.0,autojarov
Volkswagen Užitkové vozy,Multivan Life,2.0 TDI,nafta,Automatic,0.0,1499900,2026.0,autojarov
Škoda,OCTAVIA COMBI AMBITION 85 kW,2.0 TDI,nafta,Manual,27972.0,549900,2024.0,autojarov
Audi,A5 Avant TFSI Stronic,,benzín,Automatic,0.0,999000,2026.0,autojarov
Volkswagen,TOUAREG R-LINE 4MOT TIPTRONIC,3.0 TDI,nafta,Automatic,75317.0,1299900,2021.0,autojarov
Volkswagen,ARTEON ELEGANCE 4MOT OPF 7DSG,2.0 TSI,benzín,Automatic,83035.0,554000,2020.0,autojarov
Volkswagen,Tayron People 110 kW 7DSG,2.0 TDI,nafta,Automatic,0.0,1088000,2026.0,autojarov
Audi,A6 Avant TFSI quattro Stronic,,benzín,Automatic,1000.0,2399000,2026.0,autojarov
Audi,A3 Spb 35 TFSI Stronic,,benzín,Automatic,0.0,839000,2026.0,autojarov
Audi,A3 Spb 35 TFSI Stronic,,benzín,Automatic,0.0,839000,2026.0,autojarov
Audi,A3 Spb 35 TFSI Stronic,,benzín,Automatic,0.0,829000,2026.0,autojarov
Audi,A3 Spb 35 TFSI Stronic,,benzín,Automatic,0.0,829000,2026.0,autojarov
Audi,Q3 Sline 40 TDI quattro Stronic,,nafta,Automatic,0.0,1119900,2026.0,autojarov
Volkswagen,Allspace Comfortline 7DSG 4M SCR,2.0 TDI,nafta,Automatic,148808.0,439000,2019.0,autojarov
Audi,A6 Avant Sline 50 TDI quattro tiptronic,,nafta,Automatic,26366.0,1369900,2024.0,autojarov
Audi,Q3 Sline 40 TDI quattro Stronic,,nafta,Automatic,0.0,1139900,2026.0,autojarov
Volkswagen,Tiguan R-line DSG 4MOT,2.0 TDI,nafta,Automatic,139412.0,589900,2020.0,autojarov
CUPRA,Formentor 1.5 TSI 150k,1.5 TSI,benzín,Manual,25306.0,649900,2023.0,autojarov
CUPRA,Formentor 1.5 eTSI 150k DSG,1.5 ETSI,hybrid,Automatic,10000.0,889900,2026.0,autojarov
Volkswagen,"Golf Variant People 1,5 eTSI 110kw 7DSG",1.5 ETSI,benzín,Automatic,0.0,939100,2026.0,autojarov
Audi,A3 Spb 35 TFSI Stronic,,benzín,Automatic,0.0,799000,2026.0,autojarov
Volkswagen,Tayron R-Line People 150 kW 4MOT,2.0 TSI,benzín,Automatic,0.0,1606700,2026.0,autojarov
Volkswagen,Tayron R-Line People 142 kW 4MOT,2.0 TDI,nafta,Automatic,0.0,1689600,2026.0,autojarov
Volkswagen,Tayron R-Line People 142 kW 4MOT,2.0 TDI,nafta,Automatic,12000.0,1410000,2026.0,autojarov
Volkswagen,Tayron People 110 kW 7DSG,2.0 TDI,nafta,Automatic,0.0,1088000,2026.0,autojarov
Volkswagen,Tayron People 110 kW 7DSG,2.0 TDI,nafta,Automatic,0.0,1088000,2026.0,autojarov
Volkswagen,Taigo People 85kW 7DSG,1.0 TSI,benzín,Automatic,0.0,599900,2026.0,autojarov
Volkswagen,"Golf Variant People 1,5 eTSI 110kw 7DSG",1.5 ETSI,benzín,Automatic,5500.0,749900,,autojarov
Volkswagen,Tayron People 150 kW eHybrid,1.5 TSI,hybrid,Automatic,0.0,1225900,2026.0,autojarov
Volkswagen,Tayron People 150 kW eHybrid,1.5 TSI,hybrid,Automatic,,1179900,,autojarov
Audi,A6 allroad quattro 50 TDI tiptronic,,nafta,Automatic,0.0,1779900,2026.0,autojarov
Volkswagen,Golf Variant People 85 kw 6G,1.5 TSI,benzín,Manual,0.0,608000,2026.0,autojarov
Volkswagen,Golf Variant People 85 kw 6G,1.5 TSI,benzín,Manual,12000.0,608000,2026.0,autojarov
Škoda,SUPERB COMBI SPORTLINE 110 kW DS,2.0 TDI,nafta,Automatic,0.0,1109900,2026.0,autojarov
Volkswagen,"Golf Variant People 1,5 eTSI 110kw 7DSG",1.5 ETSI,benzín,Automatic,0.0,887400,2026.0,autojarov
Volkswagen,"Golf Variant People 1,5 eTSI 110kw 7DSG",1.5 ETSI,benzín,Automatic,0.0,887400,2026.0,autojarov
Volkswagen,"Golf Variant People 1,5 eTSI 110kw 7DSG",1.5 ETSI,benzín,Automatic,0.0,887400,2026.0,autojarov
Volkswagen,"Golf Variant People 1,5 eTSI 110kw 7DSG",1.5 ETSI,benzín,Automatic,0.0,887400,2026.0,autojarov
Volkswagen,"Golf Variant People 1,5 eTSI 110kw 7DSG",1.5 ETSI,benzín,Automatic,0.0,887400,2026.0,autojarov
Volkswagen,Tayron People 110 kW 7DSG,2.0 TDI,nafta,Automatic,0.0,1088000,2026.0,autojarov
Volkswagen,Touran People 110 kw EVO 7DSG,1.5 TSI,benzín,Automatic,7000.0,840000,2025.0,autojarov
Volkswagen,Touran People 110 kw EVO 7DSG,1.5 TSI,benzín,Automatic,0.0,880000,2026.0,autojarov
Volkswagen,Touran People 110 kw EVO 7DSG,1.5 TSI,benzín,Automatic,0.0,880000,2026.0,autojarov
Volkswagen,Tayron People 110 kW 7DSG,2.0 TDI,nafta,Automatic,0.0,1088000,2026.0,autojarov
Volkswagen,Tayron People 110 kW 7DSG,2.0 TDI,nafta,Automatic,0.0,1088000,2026.0,autojarov
Volkswagen,Tayron People 110 kW 7DSG,2.0 TDI,nafta,Automatic,0.0,1083000,2026.0,autojarov
Volkswagen,Tayron People 110 kW 7DSG,2.0 TDI,nafta,Automatic,0.0,1079000,2026.0,autojarov
Volkswagen,Tayron People 110 kW 7DSG,2.0 TDI,nafta,Automatic,0.0,1079000,2026.0,autojarov
Volkswagen,Tayron People 110 kW 7DSG,2.0 TDI,nafta,Automatic,0.0,1079000,2026.0,autojarov
Volkswagen,Tayron People 110 kW 7DSG,2.0 TDI,nafta,Automatic,0.0,1079000,2026.0,autojarov
Volkswagen,Tayron People 110 kW 7DSG,2.0 TDI,nafta,Automatic,0.0,1079000,2026.0,autojarov
Audi,A6 Avant Sline 50 TDI quattro tiptronic,,nafta,Automatic,27079.0,1399900,2024.0,autojarov
Audi,A5 Avant TDI quattro Stronic,,nafta,Automatic,0.0,1469000,2026.0,autojarov
Audi,S5 Cabriolet TFSI 260 kW quattro,,benzín,Automatic,28523.0,1244900,2022.0,autojarov
Škoda,KAROQ SPORTLINE 110 kW DSG,1.5 TSI,benzín,Automatic,64264.0,669900,2022.0,autojarov
Audi,A6 Avant Sline 45 TDI quattro Stronic,,nafta,Automatic,20807.0,1289900,2024.0,autojarov
Audi,Q8 50 TDI quattro tiptronic,,nafta,Automatic,0.0,2449900,2026.0,autojarov
Audi,A6 Avant Sline 45 TDI quattro Stronic,,nafta,Automatic,29864.0,1149900,2024.0,autojarov
Audi,RS6 Avant performance TFSI quattro,,benzín,Automatic,0.0,5499900,2026.0,autojarov
Škoda,KODIAQ AMBITION 110 kW DSG,2.0 TDI,nafta,Automatic,95296.0,619900,2022.0,autojarov
Audi,A6 Avant Sline 50 TDI quattro tiptronic,,nafta,Automatic,28182.0,1349900,2024.0,autojarov
Audi,S6 Avant TDI quattro tiptronic,,nafta,Automatic,12208.0,1649900,2024.0,autojarov
Škoda,FABIA SELECTION 85 kW,1.0 TSI,benzín,Manual,0.0,459500,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1182000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1186000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,966000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,970000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1186000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1186000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,966000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,966000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,966000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1182000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1165000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1169000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1169000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,1165000,2026.0,autojarov
Volkswagen,Tiguan People 110 kW DSG,2.0 TDI,nafta,Automatic,0.0,966000,2026.0,autojarov
